Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4590947,"Uno, nessuno e centomila",Luigi Pirandello,"Pirandello, Luigi",Marziano Guglielminetti,"=""8804493313""","=""9788804493310""",0,4.03,Mondadori,Paperback,200,2001,1925,,2025/07/03,to-read,to-read (#189),to-read,,,,0,0
1541765,Se questo è un uomo,Primo Levi,"Levi, Primo",Cesare Segre,"=""8806176552""","=""9788806176556""",0,4.34,Einaudi,Paperback,209,2005,1947,,2025/07/03,currently-reading,currently-reading (#5),currently-reading,,,,1,0
42433823,La caduta di Gondolin,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Luca Manini, Simone Buttazzi","=""8858780981""","=""9788858780985""",4,4.08,Bompiani,Kindle Edition,297,2018,2018,2025/06/01,2018/12/28,,,read,,,,1,0
70980427,Santità e amicizia. Lettere alla beata Diana degli Andalò,Giordano di Sassonia,"Sassonia, Giordano di",,"=""8870949788""","=""9788870949780""",3,3.00,,Paperback,0,,,2023/05/08,2023/07/18,"pdf, spirituale","pdf (#28), spirituale (#40)",read,,,,1,0
36562049,Saggio sulla Metaetica nella Summa Theologiae di San Tommaso d'Aquino,Teodora Rossi,"Rossi, Teodora",,"=""8888660151""","=""9788888660158""",1,3.00,Angelicum University Press,Paperback,137,2011,,,2017/11/08,,,read,,,,1,0
37635083,"Prediche corte tagliatelle lunghe, spunti per l'anima",Carlo Caffarra,"Caffarra, Carlo",,"=""8870949478""","=""9788870949476""",3,4.00,ESD,Paperback,208,2017,2017,,2017/12/19,,,read,,,,1,0
87448308,Schiacciare l'anima. Gli abusi spirituali nella vita religiosa,Dysmas de Lassus,"Lassus, Dysmas de","José Rodríguez Carballo, Gianni Lamieri","=""8810507584""","=""9788810507582""",5,4.50,EDB,Paperback,320,2021,,2025/05/17,2025/03/23,"psicologia, pastorale","psicologia (#7), pastorale (#21)",read,,,,1,0
54706464,"Habits and Holiness: Ethics, Theology, and Biopsychology (Thomistic Ressourcement Series)",Ezra Sullivan,"Sullivan, Ezra",Wojciech Giertych,"=""0813233291""","=""9780813233291""",0,4.25,The Catholic University of America Press,Paperback,614,2021,,,2025/04/01,to-read,to-read (#188),to-read,,,,0,0
40689583,The Spark of Faith: Understanding the Power of Reaching Out to God,Fr. Wojciech Giertych,"Giertych, Fr. Wojciech",,"=""""","=""""",0,4.56,Sophia Institute Press,Kindle Edition,203,2018,,,2025/04/01,to-read,to-read (#187),to-read,,,,0,0
59201381,Religious Transhumanism and Its Critics,Arvin M. Gouw,"Gouw, Arvin M.","Brian Patrick Green, Ted Peters, Aubrey Degrey, Whitney A. Bauman, Lincoln Cannon, Levi Checketts, Ronald Cole-Turner, Celia Deane-Drummond, Ilia Delio, Francesca Ferrando, Brandon Gallaher, Elisabeth Gerle, Noreen Herzfeld, Peter I-Min Huang, James Hughes, Rev Jay Emerson Rev Johnson, Nelson Kellogg, Heup Young Kim, Michael LaTorra, Braden Molhoek, Markus M�hling, Iris Ralph, Micah Redding, Hava Tirosh-Samuelson","=""1498584144""","=""9781498584142""",0,3.50,Lexington Books,ebook,494,2022,,,2025/03/25,"to-read, tecnoetica","to-read (#186), tecnoetica (#8)",to-read,,,,0,0
42348960,Transhumanism and the Image of God: Today's Technology and the Future of Christian Discipleship,Jacob Shatzer,"Shatzer, Jacob",,"=""0830852506""","=""9780830852505""",0,3.93,IVP Academic,Paperback,192,2019,,,2025/03/25,to-read,to-read (#185),to-read,,,,0,0
53006384,Siamo Palermo,Simonetta Agnello Hornby,"Hornby, Simonetta Agnello",Mimmo Cuticchio,"=""8852096922""","=""9788852096921""",4,3.48,Mondadori,Kindle Edition,204,2019,2019,,2025/03/23,storia,storia (#12),read,,,,1,0
26217164,La Scala,John Climacus,"Climacus, John",,"=""8882271765""","=""9788882271763""",5,4.59,Edizioni Qiqajon,Paperback,0,2005,600,2019/04/02,2017/09/26,"spirituale, classici","spirituale (#12), classici (#7)",read,,,,1,0
9681803,Vita activa: La condizione umana,Hannah Arendt,"Arendt, Hannah",,"=""8845246280""","=""9788845246289""",3,4.20,Bompiani,Paperback,320,2000,1958,2025/02/28,2023/11/27,"filosofia, pdf","filosofia (#75), pdf (#33)",read,,,,1,0
332138,After Virtue,Alasdair MacIntyre,"MacIntyre, Alasdair",,"=""0268006113""","=""9780268006112""",4,4.18,University of Notre Dame Press,Paperback,304,1984,1982,2025/02/28,2020/03/18,"morale, kindle, pdf","morale (#12), kindle (#18), pdf (#27)",read,,,,1,0
3749407,Delitto e castigo,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Natalia Ginzburg, Leoníd Grossman, Alfredo Polledro","=""8806177060""","=""9788806177065""",4,4.28,Einaudi,Paperback,654,2005,1866,2025/02/28,2025/02/04,,,read,,,,1,0
37098468,Il libro delle opere divine,Hildegard of Bingen,"Bingen, Hildegard of","Ildegarda di Bingen, Marta Cristiani, Michela Pereira","=""8804509791""","=""9788804509790""",0,3.91,Mondadori,Hardcover,1322,2004,1170,,2019/08/01,to-read,to-read (#58),to-read,,,Da comprare o da prendere in biblioteca,0,0
30311858,Il volto visibile del Dio invisibile. Testimonianza di Catalina Rivas,Catalina Rivas,"Rivas, Catalina",,"=""8897420346""","=""9788897420347""",5,4.50,Ancilla,Paperback,,2014,,2016/05/26,2016/05/29,,,read,,,,1,0
30520111,La passione. Testimonianza di Catalina Rivas,Catalina Rivas,"Rivas, Catalina",,"=""8897420303""","=""9788897420309""",5,4.58,Editrice Ancilla,Paperback,128,2013,,,2016/06/11,,,read,,,,1,0
222273512,Sacerdoti per la salvezza del mondo,Divo Barsotti,"Barsotti, Divo",,"=""8801158548""","=""9788801158540""",0,0.0,Elle Di Ci,Paperback,182,1989,,,2025/02/04,"spirituale, pastorale","spirituale (#48), pastorale (#20)",read,,,,1,0
30311851,La santa messa. Testimonianza di Catalina Rivas,Catalina Rivas,"Rivas, Catalina",,"=""8888609946""","=""9788888609942""",5,4.58,Ancilla,Paperback,48,,2015,2016/05/27,2016/05/29,,,read,,,,1,0
11709855,"I quattro amori. Affetto, amicizia, eros, carità",C.S. Lewis,"Lewis, C.S.",Maria Elena Ruggerini,"=""8816301864""","=""9788816301863""",5,4.17,Jaca Book,Paperback,127,1992,1960,2024/12/04,2022/11/24,"pdf, teologia, spirituale, filosofia","pdf (#41), teologia (#4), spirituale (#45), filosofia (#86)",read,,,,1,0
36317376,Sulla Genesi (Omelie sull'Esamerone),Basil the Great,"Great, Basil the",Basilio di Cesarea,"=""8804330740""","=""9788804330745""",2,3.96,Mondadori ,Hardcover,420,1990,,2020/09/25,2017/09/28,,,read,,,,1,0
40936661,Spiragli su Gesù,Giacomo Biffi,"Biffi, Giacomo",,"=""8870949443""","=""9788870949445""",4,4.00,ESD,Paperback,0,2017,,2024/10/27,2018/07/24,,,read,,,,2,0
7313078,Il narcisismo: L'identità rinnegata,Alexander Lowen,"Lowen, Alexander",,"=""8807811979""","=""9788807811975""",3,3.93,Feltrinelli,Paperback,208,1992,1984,2024/10/27,2024/10/24,psicologia,psicologia (#6),read,,,,1,0
1312481,Adamo e il suo costato: Spiritualità dell'amore coniugale,Sergej Sergeevic Averincev,"Averincev, Sergej Sergeevic",Marko Ivan Rupnik,"=""8886517211""","=""9788886517218""",3,3.00,Lipa,Paperback,80,1996,1996,2024/10/20,2024/10/19,spirituale,spirituale (#47),read,,,,1,0
24105015,La messa. Incontro tra Dio e l'uomo,Divo Barsotti,"Barsotti, Divo",,"=""8888287388""","=""9788888287386""",4,4.00,Parva,Perfect Paperback,0,,,,2024/09/24,"religione, spirituale, teologia","religione (#74), spirituale (#46), teologia (#5)",read,,,,2,0
11232410,"Techne in Aristotle's Ethics: Crafting the Moral Life (Continuum Studies in Ancient Philosophy, 7)",Tom Angier,"Angier, Tom",,"=""0826462715""","=""9780826462718""",4,3.50,Continuum,Hardcover,192,2011,2010,,2024/02/20,"pdf, tecnoetica","pdf (#36), tecnoetica (#3)",read,,,,2,0
36311784,Opera omnia di Joseph Ratzinger. Vol. 6\2: Gesù di Nazareth. Scritti di cristologia.,Pope Benedict XVI,"XVI, Pope Benedict",,"=""8820996650""","=""9788820996659""",0,3.50,Libreria Editrice Vaticana,Hardcover,,2015,,,2017/09/27,"commento-al-vangelo, esegesi, spirituale, to-read","commento-al-vangelo (#10), esegesi (#4), spirituale (#43), to-read (#184)",to-read,,true,,1,0
39354509,Opera omnia di Joseph Ratzinger: 6,Pope Benedict XVI,"XVI, Pope Benedict",,"=""8820991845""","=""9788820991845""",5,5.00,Libreria Editrice Vaticana,Hardcover,,2013,,2024/09/24,2018/03/23,"commento-al-vangelo, classici, esegesi, pastorale, spirituale","commento-al-vangelo (#11), classici (#9), esegesi (#5), pastorale (#19), spirituale (#44)",read,,,,1,0
205767009,Teoria dell'agire comunicativo II,Jürgen Habermas,"Habermas, Jürgen",,"=""8815295887""","=""9788815295880""",0,3.95,,Paperback,640,2022,1981,,2024/07/08,"currently-reading, filosofia","currently-reading (#4), filosofia (#85)",currently-reading,,,,1,0
5728555,"La bella, la bestia e il cavaliere: Saggio di teologia inattuale",Giacomo Biffi,"Biffi, Giacomo",,"=""8816301112""","=""9788816301115""",3,4.33,Jaca Book,Paperback,142,1984,1984,2024/09/03,2021/05/29,pastorale,pastorale (#6),read,,,,1,0
52307326,Filotea,Francis de Sales,"Sales, Francis de",,"=""8893457806""","=""9788893457804""",0,4.39,Passerino,Kindle Edition,364,2019,1609,,2020/01/23,"to-read, da-comprare","to-read (#95), da-comprare (#4)",to-read,,,,0,0
18843079,L'amicizia spirituale (Italian Edition),Aelred of Rievaulx,"Rievaulx, Aelred of",,"=""1783362294""","=""9781783362295""",3,4.20,limovia.net,Paperback,132,2013,1974,2023/06/08,2023/06/04,morale,morale (#43),read,,,,1,0
23000006,La donna ideale. Riflessioni sulla Madre di Dio,Giacomo Biffi,"Biffi, Giacomo",,"=""8870946568""","=""9788870946567""",0,0.0,ESD-Edizioni Studio Domenicano,Paperback,328,2007,,2024/08/06,2018/06/23,stopped,stopped (#15),stopped,,,,1,0
17695518,Il mitico Federico II di Svevia,Bianca Tragni,"Tragni, Bianca",Franco Cardini,"=""8880821970""","=""9788880821977""",1,2.83,Adda,Paperback,161,1994,1994,2024/08/04,2024/08/03,storia,storia (#11),read,È un libro di favole con la presunzione che sia storico. 10€ buttati.<br/>Quelli del palazzo reale di Palermo dovrebbero vergognarsi di venderlo,,,1,0
13645418,La città di Palermo nel Medioevo,Franco D'Angelo,"D'Angelo, Franco",,"=""8888615393""","=""9788888615394""",0,0.0,Officina di studi medievali,Paperback,197,2002,2002,,2024/07/27,to-read,to-read (#183),to-read,,,,0,0
15613,"Billy Budd, Sailor (Enriched Classics)",Herman Melville,"Melville, Herman",,"=""1416523723""","=""9781416523727""",0,3.19,Pocket Books,Mass Market Paperback,166,2006,1924,,2024/06/29,"to-read, da-comprare","to-read (#182), da-comprare (#29)",to-read,,,,0,0
3408396,Tolkien: Il mito e la grazia (Italian Edition),Paolo Gulisano,"Gulisano, Paolo",,"=""8876109587""","=""9788876109584""",0,3.87,Àncora,Mass Market Paperback,201,2001,2001,,2019/01/01,"fantasy, spirituale","fantasy (#6), spirituale (#3)",read,,,,1,0
40186062,L´unità dell'intelletto - l'eternità del mondo,Thomas Aquinas,"Aquinas, Thomas",,"=""8870948129""","=""9788870948127""",0,4.00,ESD,Paperback,0,2012,,,2018/05/21,currently-reading,currently-reading (#3),currently-reading,,,,1,0
34806309,La reincarnazione degli elfi e altri scritti,J.R.R. Tolkien,"Tolkien, J.R.R.","R. Arduini, C.A. Testi","=""8821191699""","=""9788821191695""",1,4.00,Marietti,Paperback,0,2016,,2024/06/20,2018/12/28,tolkien,tolkien (#2),read,,,,1,0
36503619,Il problema dei tre corpi,Liu Cixin,"Cixin, Liu",Benedetta Tavani,"=""""","=""""",3,4.08,Mondadori,Paperback,362,2017,2006,2024/06/20,2019/05/03,fantascienza,fantascienza (#7),read,,,,1,0
105894731,Guida per il Lettore Contemporaneo de Il Capitale di Karl Marx,Luigi Ferrari,"Ferrari, Luigi",,"=""8875031657""","=""9788875031657""",0,5.00,,Paperback,,,,,2024/06/14,"to-read, da-comprare, filosofia","to-read (#181), da-comprare (#28), filosofia (#84)",to-read,,,,0,0
44286534,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,"Shane, Janelle",,"=""0316525243""","=""9780316525244""",0,4.13,Voracious,Hardcover,272,2019,2019,,2024/06/02,"to-read, pdf","to-read (#180), pdf (#40)",to-read,,,,0,0
1161667,L'Inferno di Dante,Vittorio Sermonti,"Sermonti, Vittorio",,"=""8817857254""","=""9788817857253""",4,4.03,Rizzoli,Hardcover,544,1988,1320,2015/04/24,2015/02/23,,,read,,,,1,0
89440629,Legge naturale e ragione pratica. Una visione tomista dell'autonomia morale,Martin Rhonheimer,"Rhonheimer, Martin",,"=""8883582519""","=""9788883582516""",5,4.83,Armando Editore,Paperback,,2001,1993,2023/04/08,2023/04/08,"filosofia, morale, tomismo","filosofia (#60), morale (#41), tomismo (#18)",read,,,,1,0
6383739,Technology: A World History (New Oxford World History),Daniel R. Headrick,"Headrick, Daniel R.",,"=""0195338219""","=""9780195338218""",4,3.58,Oxford University Press,Paperback,200,2009,2009,2024/05/03,2024/04/18,storia,storia (#10),read,,,,1,0
10326439,Regole per la guida dell'intelligenza,Cartesio,"Cartesio, Cartesio",,"=""8845290336""","=""9788845290336""",3,3.61,Bompiani,Paperback,432,2000,1619,2024/04/14,2024/02/26,filosofia,filosofia (#81),read,,,,1,0
45450869,"Comprendere l'Islam. O meglio, perchè non ci capiamo nulla",Adrien Candiard,"Candiard, Adrien",,"=""883072422X""","=""9788830724228""",5,3.82,EMI - Editrice Missionaria Italiana,Paperback,128,2019,,2022/09/22,2019/05/09,religione,religione (#71),read,,,,1,0
36339967,L'uomo nell'era della tecnica,Arnold Gehlen,"Gehlen, Arnold",,"=""8883586158""","=""9788883586156""",4,4.03,Armando,Paperback,159,2003,1957,2024/03/26,2024/02/20,"pdf, tecnoetica","pdf (#38), tecnoetica (#5)",read,,,,2,0
12836988,"Guida a Heidegger: Ermeneutica, Fenomenologia, Esistenzialismo, Ontologia, Teologia, Estetica, Etica, Tecnica, Nichilismo",Franco Volpi,"Volpi, Franco",,"=""8842077453""","=""9788842077459""",3,4.08,Laterza,Paperback,477,2008,2008,2024/03/23,2024/02/20,"pdf, tecnoetica, filosofia","pdf (#37), tecnoetica (#4), filosofia (#79)",read,,,,2,0
107598015,Las maquinas podran pensar? (Spanish Edition),Lluis Pifarre,"Pifarre, Lluis",,"=""""","=""""",0,0.0,Editorial Calíope,Paperback,160,2017,,,2024/03/21,"to-read, kindle, tecnoetica","to-read (#179), kindle (#30), tecnoetica (#7)",to-read,,,,0,0
35046405,La questione della tecnica: Con un saggio di Federico Sollazzo (Italian Edition),Martin Heidegger,"Heidegger, Martin",,"=""8867977245""","=""9788867977246""",4,3.61,goWare,Kindle Edition,92,2017,,2024/03/20,2024/02/26,tecnoetica,tecnoetica (#6),read,,,,2,0
13066940,The Early Modern Subject: Self-Consciousness and Personal Identity from Descartes to Hume,Udo Thiel,"Thiel, Udo",,"=""019954249X""","=""9780199542499""",0,4.36,Oxford University Press,Hardcover,498,2011,2011,,2024/03/18,"to-read, pdf, filosofia","to-read (#178), pdf (#39), filosofia (#83)",to-read,,,,0,0
187441778,Ethics in the Age of Disruptive Technologies: An Operational Roadmap,José Roger Flahaux,"Flahaux, José Roger","Brian Patrick Green, Ann Gregg Skeet","=""""","=""""",0,0.0,,Kindle Edition,207,2023,,2024/02/20,2024/02/12,"morale, pdf, tecnoetica, teologia","morale (#55), pdf (#35), tecnoetica (#2), teologia (#3)",read,,,,4,0
18717751,Teoria dell'agire comunicativo. Volume I,Jürgen Habermas,"Habermas, Jürgen",,"=""8815011668""","=""9788815011664""",0,3.93,il Mulino,Hardcover,537,1986,1981,,2024/03/08,"to-read, filosofia","to-read (#177), filosofia (#82)",to-read,,,,0,0
15717199,Lettere dal Lago di Como: Varenna 1923-1926,Romano Guardini,"Guardini, Romano",Giulietta Basso,"=""""","=""""",5,4.12,Viennepierre,Paperback,120,1993,1993,2024/03/08,2024/02/26,filosofia,filosofia (#80),read,,,,2,0
3940247,Così parlò Zarathustra. Un libro per tutti e per nessuno,Friedrich Nietzsche,"Nietzsche, Friedrich","Mazzino Montinari, Giorgio Colli","=""8845906558""","=""9788845906558""",4,4.07,Adelphi,Paperback,432,1976,1883,2024/03/08,2018/08/25,filosofia,filosofia (#78),read,,,,2,0
43788333,L' eterno nell'uomo,Max Scheler,"Scheler, Max",,"=""8845263568""","=""9788845263569""",0,4.05,Bompiani,Hardcover,,2003,1921,,2019/01/30,to-read,to-read (#21),to-read,,,,0,0
53553365,Umanesimo digitale. Un'etica per l'epoca dell'Intelligenza Artificiale,Julian Nida-Rümelin,"Nida-Rümelin, Julian","Nathalie Weidenfeld, Giovanni Battista Demarta","=""8891781975""","=""9788891781970""",1,3.11,Franco Angeli,Paperback,200,2019,,2024/02/20,2024/02/11,"morale, pdf, tecnoetica","morale (#54), pdf (#34), tecnoetica (#1)",read,,,,1,0
379710,"Thomas Aquinas on Human Nature: A Philosophical Study of Summa Theologiae, 1a 75-89",Pasnau,"Pasnau, Pasnau",,"=""0521001897""","=""9780521001892""",0,3.75,Cambridge University Press,Paperback,516,2008,1998,,2024/02/05,"morale, teologia, tomismo, currently-reading","morale (#53), teologia (#2), tomismo (#24), currently-reading (#2)",currently-reading,,,,1,0
4698184,"Io, Robot",Isaac Asimov,"Asimov, Isaac",Laura Serra,"=""8804519525""","=""9788804519522""",0,4.21,Mondadori ,Paperback,291,2003,1950,,2024/02/05,to-read,to-read (#176),to-read,,,,0,0
20343183,I confini di Babele. Il cervello e il mistero delle lingue impossibili,Andrea Moro,"Moro, Andrea",,"=""8830422800""","=""9788830422803""",0,3.99,Longanesi,Paperback,308,2006,2006,,2024/01/28,"to-read, filosofia","to-read (#175), filosofia (#77)",to-read,,,,0,0
61935138,I segreti delle parole,Noam Chomsky,"Chomsky, Noam",Andrea Moro,"=""8834611136""","=""9788834611135""",0,3.51,La Nave di Teseo,Kindle Edition,72,2022,2022,,2024/01/28,"to-read, filosofia","to-read (#174), filosofia (#76)",to-read,,,,0,0
121231668,Desiderare e agire: La razionalità pratica alla base della teologia morale (Italian Edition),Arturo Bellocq,"Bellocq, Arturo",,"=""8883338693""","=""9788883338694""",5,5.00,EDUSC,Kindle Edition,339,2020,,2024/01/27,2023/11/24,"morale, tomismo, teologia","morale (#52), tomismo (#23), teologia (#1)",read,,,,1,0
48625492,Opera omnia. Vol. 4/1: Simbolo. Le costanti del sacro,Julien Ries,"Ries, Julien",,"=""8816408073""","=""9788816408074""",0,0.0,Jaca Book,Paperback,,2008,,2024/01/27,2019/10/29,"mito, religione, currently-reading","mito (#2), religione (#45), currently-reading (#1)",currently-reading,,,,1,0
265269,The Seven Capital Sins,Fulton J. Sheen,"Sheen, Fulton J.",,"=""0818908912""","=""9780818908910""",5,4.44,Alba House,Paperback,108,2007,2000,,2018/06/01,,,read,,,,2,0
15548851,La conoscenza per connaturalità in S. Tommaso d'Aquino (Studi tomistici) (Italian Edition),Marco D'Avenia,"D'Avenia, Marco",,"=""8870941132""","=""9788870941135""",0,5.00,Edizioni Studio domenicano,Paperback,219,1992,1992,,2023/11/18,"to-read, tomismo","to-read (#173), tomismo (#22)",to-read,,,,0,0
25190608,dialogo della Divina provvidenza (Italian Edition),Santa Caterina da Siena,"Siena, Santa Caterina da",,"=""""","=""""",5,4.37,,Kindle Edition,514,2015,1377,2015/08/23,2015/05/13,,,read,,,,1,0
201321622,La dottrina sociale della Chiesa: Itinerario testuale dalla Rerum novarum alla Sollicitudo rei socialis,José Miguel Ibáñez Langlois,"Langlois, José Miguel Ibáñez",,"=""8881550318""","=""9788881550319""",0,3.00,Edizioni Ares,Paperback,328,1997,,,2023/11/07,"to-read, sociologia","to-read (#172), sociologia (#5)",to-read,,,,0,0
54462136,La regola pastorale,Pope Gregory I,"I, Pope Gregory",,"=""8831130285""","=""9788831130288""",0,4.16,Città Nuova,Paperback,280,2000,600,,2021/04/15,"to-read, padri-della-chiesa, spirituale","to-read (#128), padri-della-chiesa (#2), spirituale (#30)",to-read,,,,0,0
9661591,Psiche e techne. L'uomo nell'età della tecnica,Umberto Galimberti,"Galimberti, Umberto",,"=""8807817047""","=""9788807817045""",3,3.98,Feltrinelli,Paperback,812,2002,1999,2023/11/02,2019/03/15,"filosofia, pdf","filosofia (#69), pdf (#30)",read,,,,1,0
45032607,Lineamenti di filosofia della conoscenza,Philip Larrey,"Larrey, Philip",Alessandro Belli,"=""8867880055""","=""9788867880058""",3,3.50,IF Press,Paperback,174,2013,2013,2023/11/02,2023/08/26,"filosofia, tomismo","filosofia (#71), tomismo (#21)",read,,,,1,0
18651884,Quale impostazione per la filosofia morale?: Ricerche di filosofia morale (Biblioteca di scienze religiose) (Italian Edition),Giuseppe Abba,"Abba, Giuseppe",,"=""8821303144""","=""9788821303142""",5,4.50,LAS,Paperback,0,1996,1996,2023/10/31,2023/04/08,"filosofia, morale","filosofia (#57), morale (#39)",read,,,,1,0
754854,"God Love You: Bishop Sheen's own selection of the most helpful, inspiring passages from his many books",Fulton J. Sheen,"Sheen, Fulton J.",,"=""0385174861""","=""9780385174862""",0,4.55,PRH Christian Publishing,Paperback,224,1995,1981,2023/10/29,2018/05/08,stopped,stopped (#14),stopped,,,,1,0
36046006,Lettere a una carmelitana scalza: 1960-2013,Giacomo Biffi,"Biffi, Giacomo","Emanuela Ghini, Carlo Caffarra, Matteo Maria Zuppi","=""8852605193""","=""9788852605192""",3,3.50,Itaca,Hardcover,304,2017,2017,2023/10/29,2018/05/08,,,read,,,,1,0
167168955,"Church, State and Society: An Introduction to Catholic Social Doctrine (Catholic Moral Thought) by J. Brian Benestad (2011-03-30)",J. Benestad,"Benestad, J.",,"=""""","=""""",0,4.31,Catholic University America Pr,Paperback,,1749,2011,,2023/10/23,"to-read, filosofia, pdf, sociologia","to-read (#171), filosofia (#74), pdf (#32), sociologia (#4)",to-read,,,,0,0
199294239,Gesù imprenditore: Il paradosso del denaro,Rudolf Colm,"Colm, Rudolf",Cristian Mendoza,"=""8892870742""","=""9788892870741""",0,0.0,Il Pozzo di Giacobbe,Hardcover,224,2023,,,2023/10/15,"to-read, sociologia","to-read (#170), sociologia (#3)",to-read,,,,0,0
175982478,Voi siete in grande errore! Riflessioni sulla risurrezione della carne,Papa Giovanni Paolo II,"II, Papa Giovanni Paolo",,"=""8889872772""","=""9788889872772""",5,5.00,Chirico,Paperback,128,2009,2009,2023/10/02,2023/08/28,"commento-al-vangelo, esegesi, spirituale","commento-al-vangelo (#9), esegesi (#3), spirituale (#42)",read,,,,1,0
25222306,Differenza e ripetizione,Gilles Deleuze,"Deleuze, Gilles",Giuseppe Guglielmi,"=""8870784592""","=""9788870784596""",0,4.26,Raffaello Cortina,Paperback,401,1997,1968,,2023/09/29,"to-read, filosofia","to-read (#169), filosofia (#73)",to-read,,,,0,0
19467996,Storia delle mie disgrazie e Lettere d'amore di Eloisa,Pierre Abélard,"Abélard, Pierre","Pietro Abelardo, Gabriella D'Anna","=""8854147125""","=""9788854147126""",4,3.75,Newton Compton Editori,Kindle Edition,103,2012,1133,2023/09/29,2018/05/08,kindle,kindle (#29),read,,,,1,0
43092740,"Postumano, troppo postumano: Neurotecnologie e human enhancement",Paolo Benanti,"Benanti, Paolo",,"=""8832822490""","=""9788832822496""",1,2.67,Castelvecchi,Kindle Edition,32,2018,,2023/09/21,2023/07/03,"filosofia, kindle, morale","filosofia (#65), kindle (#28), morale (#47)",read,,,,1,0
40021751,"L'intelligenza della fede. Credere per capire, sapere per credere",Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""8870948072""","=""9788870948073""",3,3.00,ESD,Paperback,,2012,,2018/06/10,2018/05/01,,,read,,,,2,0
60483253,Logica da zero a Gödel,Francesco Berto,"Berto, Francesco",,"=""8842086347""","=""9788842086345""",0,3.96,Laterza,Paperback,218,2022,2007,,2023/08/26,"to-read, filosofia","to-read (#168), filosofia (#72)",to-read,,,,0,0
132057,Your Life Is Worth Living: The Christian Philosophy of Life,Fulton J. Sheen,"Sheen, Fulton J.","Jon Hallingstad, Esther B. Davidowitz","=""0970145683""","=""9780970145680""",5,4.56,Saint Andrew's Press,Hardcover,416,2001,1953,2023/08/20,2018/03/29,spirituale,spirituale (#41),read,,,,1,0
49661573,Artificial Humanity (Philosophica),Philip Larrey,"Larrey, Philip",,"=""8867881760""","=""9788867881765""",4,3.57,If press,Paperback,128,2019,,2023/08/20,2023/08/03,"filosofia, morale, tomismo","filosofia (#70), morale (#51), tomismo (#20)",read,,,,1,0
9678456,Le avventure di Tom Bombadil,J.R.R. Tolkien,"Tolkien, J.R.R.",Isabella Murro,"=""8845290433""","=""9788845290435""",3,3.81,Bompiani,Paperback,155,2000,1962,2016/11/22,2016/11/13,,,read,,,,1,0
9711432,Intelligenza meccanica,Alan M. Turing,"Turing, Alan M.",Gabriele Lolli,"=""8833908801""","=""9788833908809""",0,3.94,Bollati Boringhieri,Paperback,160,1994,1992,,2023/08/04,"to-read, pdf","to-read (#167), pdf (#31)",to-read,,,,0,0
48694535,Il tomismo. Introduzione alla filosofia di san Tommaso d'Aquino,Étienne Gilson,"Gilson, Étienne",,"=""8816409428""","=""9788816409422""",0,4.47,Di Fronte E Attr. Bibl. Cult. Mediev.,Paperback,0,2011,1947,,2019/11/04,"to-read, filosofia, morale, tomismo","to-read (#82), filosofia (#26), morale (#7), tomismo (#11)",to-read,,,,0,0
31222330,Way to Inner Peace,Fulton J. Sheen,"Sheen, Fulton J.",,"=""1684220033""","=""9781684220038""",4,4.60,Martino Fine Books,Paperback,100,2016,,2023/07/30,2018/03/29,,,read,,,,1,0
7333,The Philosophy of Tolkien: The Worldview Behind The Lord of the Rings,Peter Kreeft,"Kreeft, Peter",,"=""1586170252""","=""9781586170257""",4,4.23,Ignatius Press,Paperback,237,2005,2005,2023/07/26,2017/11/27,"filosofia, pdf, tolkien, inglese","filosofia (#46), pdf (#13), tolkien (#6), inglese (#8)",read,,,,1,0
106731447,"Ester. Introduzione, traduzione e commento",Eric Noffke,"Noffke, Eric",,"=""889221246X""","=""9788892212466""",4,4.00,San Paolo Edizioni,Paperback,0,2017,,2023/07/26,2023/07/06,esegesi,esegesi (#2),read,,,,1,0
36211179,La quarta rivoluzione. Come l'infosfera sta trasformando il mondo,Luciano Floridi,"Floridi, Luciano",,"=""8860309336""","=""9788860309334""",3,3.75,Cortina Raffello,Paperback,302,2017,2014,2023/07/21,2023/07/06,"filosofia, morale","filosofia (#67), morale (#49)",read,,,,1,0
74680856,Testimoni del vangelo (Sequela oggi) (Italian Edition),Timothy Radcliffe,"Radcliffe, Timothy",,"=""8882277496""","=""9788882277499""",2,0.0,Edizioni Qiqajon,Kindle Edition,185,2017,,,2016/07/25,,,read,,,,0,0
1448527,The Secret Of The Rosary,Louis de Montfort,"Montfort, Louis de",Mary Barbour,"=""0895550563""","=""9780895550569""",5,4.52,TAN Books,Paperback,148,1993,1710,2016/07/29,2023/07/18,,,read,,,,2,0
60543489,Etica dell'intelligenza artificiale,Luciano Floridi,"Floridi, Luciano",Massimo Durante,"=""8832854090""","=""9788832854091""",4,3.93,Raffaello Cortina Editore,Paperback,384,2022,2022,2023/07/13,2023/07/06,"filosofia, morale","filosofia (#66), morale (#48)",read,,,,1,0
